title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,lyrics,mature_humor,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_janguage,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating,Unnamed: 34,Unnamed: 35,Unnamed: 36,index,release_date,publishers,developers,rating,metascritic_score,users_score,genres
Catastronauts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,451,2018/09/28,Inertia Game Studios,Inertia Game Studios,E10+,78.0,0.0,"Miscellaneous, Puzzle, Action, Party / MinigameMiscellaneous, Puzzle, Action, Party / MinigameMiscellaneous, Puzzle, Action, Party / Minigame"
FIFA 19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,836,2018/09/28,EA Sports,EA Canada,E,0.0,2.6,"Sports, Team, Soccer, SimSports, Team, Soccer, Sim"
Air Missions: Hind,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,166,2018/09/26,Soedesco,3Division,T,0.0,0.0,"Simulation, Flight, Combat"
DARK ECLIPSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,544,2018/09/25,SunSoft,SunSoft,T,65.0,6.7,"Action, Role-Playing, General, Action RPG"
Life is Strange 2: Episode 1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,,,,1359,2018/09/27,Square Enix,DONTNOD Entertainment,M,81.0,6.4,"Action Adventure, GeneralAction Adventure, GeneralAction Adventure, General"
Revenant Dogma,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,,,,1982,2018/10/03,Kemco,EXE Create,,0.0,0.0,"Role-Playing, Japanese-Style"
Air Missions: HIND,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,163,2018/09/26,Soedesco,3Division,T,0.0,0.0,"Simulation, Flight, Combat"
Cryptract,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,538,2018/09/25,Lionsfilm,Lionsfilm,T,0.0,0.0,"Role-Playing, General"
Hollow Knight,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1150,2019/06/28,Skybound Games,Team Cherry,E10+,0.0,8.9,"Action, Action Adventure, General, Platformer, , Metroidvania"
London Detective Mysteria,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,,,,1375,TBA,XSEED Games,Karin Entertainment,M,0.0,0.0,"Adventure, Visual Novel"
PitterPot,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1798,2018/09/25,TreeFall Studios,TreeFall Studios,E10+,0.0,0.0,"Action, Platformer, 3D"
Smoke and Sacrifice,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2214,2019/01/15,Curve Digital,Solar Sail Games,E10+,68.0,5.6,"Action Adventure, GeneralAction Adventure, General"
Space Hulk: Tactics,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,2237,2018/10/09,Focus Home Interactive,"Cyanide, Cyanide Studios",M,73.0,7.5,"Strategy, Turn-Based, TacticsStrategy, Turn-Based, TacticsStrategy, Turn-Based, Tactics"
Think of the Children ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2691,2018/09/26,Jammed Up Studios,Jammed Up Studios,T,56.0,0.0,"Action, Simulation, General, Virtual, Virtual Life"
The Door,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,M,,,,2510,TBA,ARblox,ARblox,,0.0,0.0,"Adventure, General"
The Gardens Between,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2533,2022/06/16,The Voxel Agents,The Voxel Agents,E,0.0,0.0,"Adventure, General"
Heavy Fire: Red Shadow,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1122,Canceled,Mastiff,Mastiff,,0.0,0.0,"Action, Shooter, First-Person, Arcade"
Home Sweet Home,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,M,,,,1155,2018/10/16,"YGGDRAZIL GROUP CO.,LTD,Mastiff",Mastiff,M,66.0,6.5,"Action Adventure, Survival, Adventure, 3D, First-PersonAction Adventure, Survival, Adventure, 3D, First-Person"
Anodyne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,197,2018/09/21,Nnooo,"Epiphany Games, Analgesic Productions",M,70.0,0.0,"Action Adventure, Adventure, General, Open-World"
Astro Bot Rescue Mission,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,260,2018/10/02,Sony Interactive Entertainment LLC,JapanStudio,E10+,90.0,9.0,"Action Adventure, General"
Capcom Beat 'em Up Bundle,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,T,,,,438,2018/10/10,Capcom,Capcom,T,0.0,0.0,"Miscellaneous, Compilation"
Downward Spiral: Horus Station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,709,2018/09/18,3rd Eye Studios,"3rd Eye Studios Oy LTD, 3rd Eye Studios",T,61.0,4.8,"Adventure, 3D, First-Person"
Honor and Duty: D-Day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1158,2020/07/23,Strange Games Studios,Strange Games Studios,,0.0,0.0,"Action, Shooter, Light Gun"
Hover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,1171,2018/09/19,Playdius,Playdius,E,0.0,0.0,"Action, Platformer, Arcade, 3D"
Jagged Alliance: Rage!,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1248,2018/12/06,"THQ Nordic,HandyGames,HandyGames",HandyGames,M,64.0,3.9,"Strategy, Turn-Based, TacticsStrategy, Turn-Based, TacticsStrategy, Turn-Based, Tactics"
RGX: Showdown,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1884,2018/09/18,Telltale Games,Telltale Games,E10+,0.0,0.0,"Racing, Arcade, FuturisticRacing, Arcade, Futuristic"
Speed Brawl,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2254,2018/09/18,Kongregate,"Double Stallion Games,Double Stallion Games, 22nd Century Toys,Double Stallion Games",T,0.0,0.0,"Action, General, ""Beat-Em-Up"", 2DAction, General, ""Beat-Em-Up"", 2DAction, General, ""Beat-Em-Up"", 2D"
This Is the Police 2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,M,,,,2693,2018/09/25,THQ Nordic,Weappy Studio,M,69.0,5.3,"Simulation, Virtual, CareerSimulation, Virtual, Career"
Transference ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,2744,2018/09/18,Ubisoft,SpectreVision,M,78.0,6.7,"Adventure, 3D, First-PersonAdventure, 3D, First-Person"
The First Tree,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,2529,2018/11/30,David Wehle,David Wehle,E,81.0,6.2,"Adventure, 3D, Third-PersonAdventure, 3D, Third-Person"
NHL 19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1602,2018/09/14,Electronic Arts,EA Sports,E10+,80.0,5.2,"Sports, Team, Ice Hockey, Sim"
Razed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1934,2018/12/19,Warpfish Games,Warpfish Games,E,0.0,0.0,"Action, Platformer, 3D"
Marble Duel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1443,2021/01/20,HeroCraft,HeroCraft,,0.0,0.0,"Puzzle, Matching"
ACA NEOGEO AGGRESSORS OF DARK KOMBAT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,45,2019/04/30,Hamster,ADK,T,0.0,0.0,"Action, Fighting, 2D"
Construction Simulator 2 Console Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,503,2018/09/12,astragon,Software Entwicklung GmbH,E,0.0,0.0,"Simulation, Virtual, Career"
Fossil Hunters,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,935,2018/09/12,Reptoid Games,Reptoid Games,E,0.0,0.0,"Action Adventure, General"
Boundless,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,382,2018/09/11,Wonderstruck Games,Wonderstruck Games,E10+,0.0,7.8,"Fantasy, Action Adventure, General, SandboxAction Adventure, General, Sandbox"
Dakar 18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,575,2018/09/25,Deep Silver,Bigmoon Entertainment,E,59.0,6.8,"Racing, Arcade, AutomobileRacing, Arcade, AutomobileRacing, Arcade, Automobile"
Nefarious,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,,,,1625,2018/09/14,Digerati Distribution,StarBlade,T,0.0,0.0,"Action, Platformer, 2D"
The Sims™ 4 Get Together,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,2618,2018/09/11,Electronic Arts,Maxis,T,0.0,0.0,"Simulation, Virtual, Virtual Life"
Valkyria Chronicles 4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2814,2018/09/25,Sega,"Sega,Sega, Media.Vision,Sega",T,85.0,8.3,"Strategy, Turn-Based, TacticsStrategy, Turn-Based, TacticsStrategy, Turn-Based, Tactics"
Dead Age,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,605,2019/12/20,Headup Games,Silent Dreams,M,0.0,0.0,"Role-Playing, Roguelike"
FINAL FANTASY XV POCKET EDITION HD,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,848,2018/09/06,Square Enix,Square Enix,T,68.0,8.2,"Role-Playing, Japanese-StyleRole-Playing, Japanese-Style"
NASCAR Heat 3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1582,2018/09/07,704Games,"704Games,Monster Games Inc., 704Games,704Games",E10+,68.0,7.5,"Racing, Simulation, AutomobileRacing, Simulation, AutomobileRacing, Simulation, Automobile"
SNK HEROINES Tag Team Frenzy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2080,2019/02/21,SNK Corporation,"Abstraction Games, SNK Corporation",,0.0,4.1,"Action, Fighting, 2D"
Apocalypse Rider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,210,2018/09/04,VRMonkey,VRMonkey,E,0.0,0.0,"Action, Racing, General, Arcade, Automobile"
ACA NEOGEO NINJA COMMANDO,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,78,2019/05/28,Hamster,ADK,E10+,0.0,0.0,"Action, Shooter, ""Shoot-Em-Up"", Top-Down"
Tales of Vesperia: Definitive Edition,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,T,,,,2430,2019/01/11,Bandai Namco Games,"Bandai Namco Games, QLOC,Bandai Namco Games",T,81.0,7.6,"Role-Playing, Action RPGRole-Playing, Action RPG"
Arcade Islands: Volume One,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,224,2018/09/04,Mastiff,Mastiff,E10+,0.0,0.0,"Miscellaneous, Party / MinigameMiscellaneous, Party / Minigame"
Dimension Drive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,687,2018/09/04,LBC Games,"2Awesome Studio,LBC Games",E10+,0.0,0.0,"Action, Shooter, ""Shoot-Em-Up"", VerticalAction, Shooter, ""Shoot-Em-Up"", Vertical"
FullBlast,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,955,2018/09/05,Ratalaika Games,Ratalaika Games,E10+,0.0,0.0,"Action, Shooter, ""Shoot-Em-Up"", Vertical"
Genesis Alpha One,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,999,2019/01/29,"Team17,Sold Out,Sold Out",Radiation Blue,M,69.0,4.8,"Action, Shooter, First-Person, ArcadeAction, Shooter, First-Person, ArcadeAction, Shooter, First-Person, Arcade"
GRIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,976,2018/11/06,"Caged Element Inc.,Wired Productions,Wired Productions",Caged Element Inc.,E10+,74.0,7.8,"Racing, Arcade, AutomobileRacing, Arcade, AutomobileRacing, Arcade, Automobile"
Legendary Fishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1347,2018/09/18,Ubisoft,"Ubisoft, SIMS",E,0.0,0.0,"Sports, Individual, Nature, Fishing"
Moonfall Ultimate,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1540,2018/09/05,Wales Interactive,Fishcow Studio,E10+,0.0,0.0,"Role-Playing, Action RPG"
Ninjin: Clash of Carrots,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1659,Canceled,Pocket Trap,Pocket Trap,,0.0,0.0,"Action, ""Beat-Em-Up"", 2D"
Planet Alpha,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1813,2018/09/04,Team17,Adrian Lazar,T,72.0,7.6,"Action, Platformer, 2DAction, Platformer, 2DAction, Platformer, 2D"
Onimusha: Warlords,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,1718,2019/01/15,Capcom,"Capcom,Capcom, NeoBards Entertainment,Capcom, NeoBards Entertainment",M,74.0,6.6,"Action Adventure, GeneralAction Adventure, GeneralAction Adventure, General"
Bastion,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,299,2016/12/12,Warner Bros. Interactive Entertainment,Supergiant Games,E10+,83.0,8.3,"Role-Playing, Action RPG"
Truck Driver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,2761,2021/05/27,Soedesco,Triangle Studios,E,0.0,0.0,"Simulation, Vehicle, Civilian"
Call of Duty®: Black Ops 4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,,,,429,2018/10/12,Activision,Treyarch,M,85.0,4.1,"Action, Shooter, First-Person, TacticalAction, Shooter, First-Person, TacticalAction, Shooter, First-Person, Tactical"
Claybook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,486,TBA - Early Access,Second Order,Second Order,,0.0,0.0,"Action, Puzzle, General, Platformer, 3D"
Phantom Breaker Battle Grounds Overdrive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,1777,2015/07/23,Mages.,5pb,E10+,72.0,7.0,"Action, ""Beat-Em-Up"", 2D"
Shadows: Awakening,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,T,,,,2152,2018/09/04,Kalypso,Kalypso,T,72.0,6.9,"Action, Role-Playing, General, Western-StyleAction, Role-Playing, General, Western-Style"
Taiko no Tatsujin: Drum Session!,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2425,2018/11/02,Bandai Namco Games,Bandai Namco Games,E10+,70.0,7.4,"Action, Rhythm, Music"
Valthirian Arc: Hero School Story,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2815,2018/10/02,PQube,"Agate Studio, Agate,Agate Studio",E10+,0.0,4.4,"Role-Playing, GeneralRole-Playing, General"
ACA NEOGEO FOOTBALL FRENZY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,60,2019/05/07,Hamster,SNK,E,0.0,0.0,"Sports, Team, Football, Arcade"
Conarium,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,499,2019/02/12,Iceberg Interactive,Zoetrope Interactive,T,70.0,5.8,"Adventure, 3D, First-PersonAdventure, 3D, First-Person"
"Haunted Dungeons ""Hyakki Castle""",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,1119,2018/08/30,Happinet,Asakusa Studios,T,0.0,0.0,"Role-Playing, General"
Bad North,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,293,2018/08/28,"Raw Fury,Plausible Concept,Raw Fury","Plausible Concept,Raw Fury",T,74.0,7.3,"Action, Strategy, Real-Time, GeneralAction, Strategy, Real-Time, GeneralAction, Strategy, Real-Time, General"
Bow To Blood,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,384,2018/08/28,Tribetoy,Tribetoy,E10+,80.0,7.5,"Action, Shooter, Light Gun"
Bridge Constructor Portal ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,395,2018/02/28,Headup Games,ClockStone Studio,E10+,78.0,6.4,"Simulation, Puzzle, Action, Virtual, Career"
Donut County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,,,,706,2018/12/18,Annapurna Interactive,Ben Esposito,E,87.0,6.9,"Action Adventure, General"
Fernz Gate,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,,,,891,2018/08/29,Kemco,EXE Create,,0.0,0.0,"Role-Playing, Japanese-Style"
Gate Of Doom,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,991,TBA,Flying Tiger Development,Data East,,0.0,0.0,"Action, ""Beat-Em-Up"", 2D"
Pato Box,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,1760,2019/08/21,Bromio,Bromio,,0.0,0.0,"Sports, Individual, Combat, Boxing / Martial Arts"
Punch Line ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,M,,,,1864,2019/05/23,PQube,5pb,,0.0,0.0,"Action, General, Adventure, Visual Novel"
Splash Blast Panic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2267,2018/08/28,Team KwaKwa,Team KwaKwa,E10+,0.0,0.0,"Miscellaneous, Party / MinigameMiscellaneous, Party / MinigameMiscellaneous, Party / Minigame"
Strange Brigade,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,2317,2018/08/28,"Rebellion,Sold Out,Rebellion",Rebellion,T,75.0,6.3,"Action, Shooter, Third-Person, ArcadeAction, Shooter, Third-Person, ArcadeAction, Shooter, Third-Person, Arcade"
Sunless Sea: Zubmariner Edition,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,T,,,,2340,2020/04/24,Digerati Distribution,Failbetter Games,T,0.0,0.0,"Action Adventure, General"
Switchblade,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,,,,2387,TBA - Early Access,Lucid Games,Lucid Games,,0.0,0.0,"Simulation, Vehicle, Combat"
Torn,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,,,,2730,2018/08/28,Aspyr,Aspyr,T,74.0,4.8,"Adventure, 3D, First-PersonAdventure, 3D, First-Person"
ACE COMBAT™ 7: SKIES UNKNOWN,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,122,2019/01/31,Bandai Namco Games,Project Aces,T,78.0,7.1,"Simulation, Flight, Combat"
F1 2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,824,2018/08/24,Deep Silver,Codemasters,E,84.0,8.0,"Racing, Simulation, AutomobileRacing, Simulation, Automobile"
NBA 2K Playgrounds 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,,,,1587,2018/10/16,Saber Interactive,Saber Interactive,,73.0,5.6,"Sports, Team, Basketball, ArcadeSports, Team, Basketball, Arcade"
Mutant Football League: Dynasty Edition,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,1560,2018/10/30,Nighthawk Interactive,Nighthawk Interactive,M,72.0,7.4,"Sports, Team, Football, ArcadeSports, Team, Football, Arcade"
For Honor: Marching Fire Edition,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,,,,921,2018/10/16,Ubisoft,Ubisoft,M,0.0,4.8,"Action Adventure, GeneralAction Adventure, General"
TWIN MIRROR,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,,,,2421,2020/12/01,"DONTNOD Entertainment,Bandai Namco Games,Bandai Namco Games",DONTNOD Entertainment,M,65.0,6.0,"Action Adventure, GeneralAction Adventure, GeneralAction Adventure, General"
WWE 2K19,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,2851,2018/10/05,2K Games,"""Yukes"", Visual Concepts",T,77.0,6.2,"Sports, Individual, Combat, WrestlingSports, Individual, Combat, WrestlingSports, Individual, Combat, Wrestling"
Blade Strangers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,T,,,,345,2018/08/28,Nicalis,Studio Saizensen,T,75.0,6.0,"Action, Fighting, 2D"
EARTH DEFENSE FORCE 4.1 WING DIVER THE SHOOTER,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,T,,,,772,2018/08/23,D3Publisher,Clouds,T,0.0,0.0,"Action, General, Shooter, ""Shoot-Em-Up"", Vertical"
ACA NEOGEO CROSSED SWORDS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,57,2019/05/29,Hamster,ADK,T,0.0,0.0,"Action, General"
Out of the Box,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,,,,1729,2018/09/07,Nuclear Tales,Nuclear Tales,,0.0,0.0,"Adventure, General"
428: Shibuya Scramble,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,,,,25,2018/09/04,Spike Chunsoft,Spike Chunsoft,T,85.0,8.6,"Action Adventure, Adventure, General, Visual NovelAction Adventure, Adventure, General, Visual Novel"
